token,data/hora_envio,idade,genero,cor/raca/etnia,pcd,uf_onde_mora,regiao_onde_mora,uf_de_origem,regiao_de_origem,vive_no_brasil,pais_onde_mora,estado_onde_mora,estado_de_origem,nivel_de_ensino,area_de_formação,situação_de_trabalho,setor,numero_de_funcionarios,atua_como_gestor,cargo_como_gestor,cargo_atual,nivel,tempo_de_experiencia_em_dados,tempo_de_experiencia_em_ti,linguagem_de_programacao_(dia_a_dia),linguagem_mais_usada,linguagem_preferida,banco_de_dados_(dia_a_dia),cloud_(dia_a_dia),cloud_preferida,ferramenta_de_bi_(dia_a_dia)
z6uymrq3bqe2kr91z6uxlw5rb8uech6u,14/10/2024 19:02:08,20,Masculino,Branca,Não,ES,Sudeste,,,True,,Espírito Santo (ES),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Marketing,de 11 a 50,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Scala,"PostgreSQL, Neo4J, Google BigQuery, SQL SERVER",Google Cloud (GCP),Azure (Microsoft),Microsoft PowerBI
aq9qpv42w7qflaq8qk5wnju4j5zsai2p,16/10/2024 11:28:30,20,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Finanças ou Bancos,Acima de 3.000,False,,Analytics Engineer,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, SAS/Stata, Visual Basic/VBA",Python,Python,"Amazon Athena, Amazon Redshift, S3",Amazon Web Services (AWS),Amazon Web Services (AWS),"Amazon Quicksight, Alteryx, SAS Visual Analytics, Tableau"
gtnf46g5gefoi9kgtnfhytr71n68zgbc,16/10/2024 11:43:33,20,Masculino,Branca,Não,ES,Sudeste,,,True,,Espírito Santo (ES),,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área da Saúde,Acima de 3.000,False,,Analista de BI/BI Analyst,Júnior,Menos de 1 ano,Menos de 1 ano,"Python, SQL",SQL,Python,"MySQL, Databricks, Microsoft Access",Azure (Microsoft),Não sei opinar / Não tenho preferência,Microsoft PowerBI
xkwhm04nisbjfbxkwd3nfc6z34tb3wre,16/10/2024 13:59:08,20,Masculino,Branca,Não,SP,Sudeste,MT,Centro-oeste,True,,São Paulo (SP),Mato Grosso (MT),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Finanças ou Bancos,de 501 a 1.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,"Google BigQuery, DynamoDB, MongoDB, SQL SERVER","Google Cloud (GCP), Amazon Web Services (AWS), Azure (Microsoft)",Google Cloud (GCP),Microsoft PowerBI
3r9x2ktu6okw3u572ppdx3r9x25urark,16/10/2024 16:32:17,20,Masculino,Branca,Não,MA,Nordeste,,,True,,Maranhão (MA),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,,,
42t0km722rj3sqpv7tg242t0km5kp1p0,16/10/2024 20:55:50,20,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Visual Basic/VBA,Visual Basic/VBA,Python,Microsoft Access,Azure (Microsoft),Amazon Web Services (AWS),Fazemos todas as análises utilizando apenas Excel ou planilhas do google
p7kspgp8s5ygjp70uadletdcr7uddv0u,17/10/2024 01:51:07,20,Feminino,Parda,Não,DF,Centro-oeste,MG,Sudeste,True,,Distrito Federal (DF),Minas Gerais (MG),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 51 a 100,False,,Analytics Engineer,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Amazon Redshift, Snowflake, Amazon Athena","Azure (Microsoft), Google Cloud (GCP), Amazon Web Services (AWS)",Amazon Web Services (AWS),"Qlik View/Qlik Sense, Microsoft PowerBI, Looker"
kcekd8ezl3pfmv8wjlkcehyg3r2smhn7,19/10/2024 00:33:37,20,Feminino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),Nasci/me formei fora do Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Indústria,Acima de 3.000,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Visual Basic/VBA, SQL",Visual Basic/VBA,Python,SAP HANA,"IBM, Azure (Microsoft)",Azure (Microsoft),"SAP Business Objects/SAP Analytics, Microsoft PowerBI"
robh9o1c53lo1iu59robh95kphmja0xv,19/10/2024 00:35:43,20,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Tecnologia/Fábrica de Software,Acima de 3.000,False,,Outra Opção,Júnior,de 1 a 2 anos,Menos de 1 ano,Não utilizo linguagem de programação no trabalho,,,"PostgreSQL, Google BigQuery",Google Cloud (GCP),Amazon Web Services (AWS),Não utilizo nenhuma ferramenta de BI no trabalho
vzjxuhy80ejdee7vzjxu14fac7f73l1p,21/10/2024 01:23:51,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python",SQL,Python,Databricks,Cloud Própria,Não sei opinar / Não tenho preferência,"Looker, Tableau, Microsoft PowerBI, Looker Studio (antigo Google Data Studio), Grafana"
f5bbn8rs263yphdbg2vhjf5bbn8gru0u,21/10/2024 13:45:53,20,Masculino,Parda,Não,RJ,Sudeste,PB,Nordeste,True,,Rio de Janeiro (RJ),Paraíba (PB),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,de 1.001 a 3.000,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,"SQLite, Google BigQuery",Google Cloud (GCP),Google Cloud (GCP),"Microsoft PowerBI, Looker"
a7bv1iyfuymkbmah4yyqb8a7bv18v0sx,21/10/2024 17:36:44,20,Masculino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Acima de 3.000,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,Python,Databricks,Amazon Web Services (AWS),Google Cloud (GCP),"Outra opção, Salesforce/Einstein Analytics, Tableau"
wwozuekkx9m83sprkj1wwozu28yjaz6j,22/10/2024 11:50:47,20,Masculino,Branca,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outra Opção,de 11 a 50,True,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,Menos de 1 ano,Menos de 1 ano,,,,,,,
9f62iq20hzmkf5ylo9f62s6pzzfgw1m4,23/10/2024 01:21:04,20,Masculino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Acima de 3.000,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
fhb36x580uzet8lhfhb31hnyd4mz8rw9,23/10/2024 12:02:02,20,Feminino,Branca,Não,GO,Centro-oeste,MT,Centro-oeste,True,,Goiás (GO),Mato Grosso (MT),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,,,
84co185undxylnyv02lx84c2iewhabve,28/10/2024 16:14:24,20,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,de 1 a 2 anos,"SQL, Python",SQL,Python,SAP HANA,Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,SAP Business Objects/SAP Analytics
o8cjlld5xmfc2avowo8cj68758rikoqh,29/10/2024 02:50:29,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Júnior,Menos de 1 ano,de 1 a 2 anos,"SQL, Python",Python,Python,Databricks,Azure (Microsoft),Não sei opinar / Não tenho preferência,Microsoft PowerBI
ggpw3ffty64ko1ubxo0iggpw3fm7kg1y,29/10/2024 12:34:43,20,Feminino,Branca,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Estudante de Graduação,Outra opção,Estagiário,Internet/Ecommerce,de 1 a 5,False,,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
627k507gtejnh9tn2p32627k50ydmgl9,29/10/2024 12:58:38,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Área da Saúde,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, R, Scala",SQL,Python,"S3, Amazon Athena","Amazon Web Services (AWS), Azure (Microsoft), Servidores On Premise/Não utilizamos Cloud",Não sei opinar / Não tenho preferência,"SAS Visual Analytics, Microsoft PowerBI, SAP Business Objects/SAP Analytics"
ucbc1vzyiaawl6uu559jbucbc1vw9rkw,01/11/2024 18:09:51,20,Feminino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,Acima de 3.000,False,,Outra Opção,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,"SAP HANA, Microsoft Access",Google Cloud (GCP),Não sei opinar / Não tenho preferência,"SAP Business Objects/SAP Analytics, Microsoft PowerBI"
yepy6hrr56byeef0kbvgxtworafefcjy,03/11/2024 16:27:58,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Finanças ou Bancos,de 11 a 50,False,,Outra Opção,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
ny41dk1x7bcmsy5bny432tssnj51sxxj,03/11/2024 16:30:47,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Finanças ou Bancos,de 11 a 50,False,,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
wqrjhnedol3j7gbxwqrjhy75p32hioqv,04/11/2024 13:54:11,20,Feminino,Branca,Não,PR,Sul,ES,Sudeste,True,,Paraná (PR),Espírito Santo (ES),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Acima de 3.000,False,,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo linguagem de programação no trabalho,,,MySQL,Google Cloud (GCP),Não sei opinar / Não tenho preferência,Microsoft PowerBI
pvwoyfuhx0tn6rgs9pvwoyfuhcod23fs,13/11/2024 11:45:08,20,Masculino,Branca,Não,PR,Sul,,,True,,Paraná (PR),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Varejo,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP),Não utilizo nenhuma ferramenta de BI no trabalho
qjlqd88ivd81mf28lxz9qjlqdrir3jvu,25/11/2024 12:59:35,20,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Estagiário,Outra Opção,de 51 a 100,False,,Professor/Pesquisador,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo linguagem de programação no trabalho,,,MySQL,Cloud Própria,Amazon Web Services (AWS),"Fazemos todas as análises utilizando apenas Excel ou planilhas do google, Microsoft PowerBI"
dsd4jydy3qq6rqxoh99tdsdsnsf0lk3a,27/11/2024 17:47:26,20,Masculino,Branca,Não,PR,Sul,,,True,,Paraná (PR),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de BI/BI Analyst,Pleno,de 1 a 2 anos,de 5 a 6 anos,"Python, R, SQL",Python,Python,"PostgreSQL, Databricks, Oracle",Oracle Cloud,Não sei opinar / Não tenho preferência,Microsoft PowerBI
9ovstl5qy4rrz1u9ov27uocmi32z94qx,27/11/2024 18:10:00,20,Masculino,Parda,Não,BA,Nordeste,,,True,,Bahia (BA),,Estudante de Graduação,Outra opção,Somente Estudante (graduação),,,,,,,,,,,,,,,
i7y15s4tu22325oiz8ndxi7y15saej5t,28/11/2024 16:32:48,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,,,
qzmtcyer56uzd1kdtbqzmtc73ii8uhfq,02/12/2024 11:39:04,20,Masculino,Parda,Não,AP,Norte,,,True,,Amapá (AP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 51 a 100,False,,Analista de Dados/Data Analyst,Júnior,Não tenho experiência na área de dados,de 3 a 4 anos,SQL,C/C++/C#,Rust,"MariaDB, Hive","Cloud Própria, Oracle Cloud",Amazon Web Services (AWS),Looker
5baoo1fr5nj8lr8gcfmi45baoo16p5m3,02/12/2024 16:54:00,20,Masculino,Branca,Não,GO,Centro-oeste,,,True,,Goiás (GO),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,False,,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python, Scala",Python,Python,"Databricks, Snowflake, SQLite, PostgreSQL, Google BigQuery","Google Cloud (GCP), Servidores On Premise/Não utilizamos Cloud",Azure (Microsoft),"Tableau, Microsoft PowerBI"
8jp628qq3uylb6a28jp628uygt14uhfs,04/12/2024 20:50:39,20,Masculino,Branca,Não,PB,Nordeste,,,True,,Paraíba (PB),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,,,
hgbljztvs9hlbi5iuhgblj4cu6iy25b9,05/12/2024 03:14:05,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Somente Estudante (graduação),,,,,,,,,,,,,,,
0j6k02l5iu3u6e0j6k02rr637kuou7ju,09/12/2024 17:01:33,20,Feminino,Branca,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 101 a 500,False,,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo linguagem de programação no trabalho,,,SQL SERVER,Azure (Microsoft),Não sei opinar / Não tenho preferência,Microsoft PowerBI
g10g99h7qs3p8gzmr3fwxg10g99ti632,09/12/2024 23:54:09,20,Feminino,Parda,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Doutorado ou Phd,Outra opção,Prefiro não informar,Tecnologia/Fábrica de Software,de 1 a 5,False,,Outra Opção,Júnior,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,Oracle Business Intelligence
zfgsgo9dngdrt38vtrzzfgsgosa5h62t,11/12/2024 16:12:22,20,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Snowflake, Amazon Redshift, S3, SQL SERVER, Amazon Athena, Amazon Aurora ou RDS, PostgreSQL",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,"Microsoft PowerBI, Metabase"
uc4kmb6a6h5wqcxp7uc4kmb6tb7ipytm,12/12/2024 22:30:59,20,Masculino,Preta,Não,CE,Nordeste,,,True,,Ceará (CE),,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,,,
gf2mpz52trct07pu7clgf2mdwwimtj4y,14/12/2024 16:45:45,20,Masculino,Preta,Não,SP,Sudeste,,,True,,São Paulo (SP),,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Filantropia/ONG's,de 101 a 500,False,,Analista de Dados/Data Analyst,Júnior,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Python,Python,Python,MySQL,Servidores On Premise/Não utilizamos Cloud,Google Cloud (GCP),"Tableau, Microsoft PowerBI"
y5c930cf1lyh9iy8dy5c930jyu89i5ql,16/12/2024 12:48:12,20,Masculino,Branca,Não,SP,Sudeste,MG,Sudeste,True,,São Paulo (SP),Minas Gerais (MG),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Finanças ou Bancos,de 101 a 500,False,,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"SQL SERVER, Google BigQuery",Google Cloud (GCP),Google Cloud (GCP),"Microsoft PowerBI, Looker, Looker Studio (antigo Google Data Studio)"
tlo25iouw52qi5ksh3nstlo2x6rjo5bx,16/12/2024 14:00:06,20,Feminino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Finanças ou Bancos,de 1.001 a 3.000,False,,Analista de Dados/Data Analyst,Júnior,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"SQL SERVER, Snowflake",Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,Microsoft PowerBI
y8f9xo0y1whmlxdiy8f3onmcc8apamj8,16/12/2024 14:18:59,20,Masculino,Parda,Não,PR,Sul,,,True,,Paraná (PR),,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Acima de 3.000,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,Python,Oracle,Servidores On Premise/Não utilizamos Cloud,Google Cloud (GCP),"Microsoft PowerBI, Salesforce/Einstein Analytics"
90rtkgd4ukq12a8rbto90rkpoastrjla,17/12/2024 12:14:25,20,Masculino,Parda,Não,CE,Nordeste,,,True,,Ceará (CE),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Finanças ou Bancos,de 101 a 500,False,,Analista de BI/BI Analyst,Júnior,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Visual Basic/VBA,Python,MySQL,Servidores On Premise/Não utilizamos Cloud,Amazon Web Services (AWS),"Microsoft PowerBI, Pentaho, Alteryx, Tableau"
